budgetline,fmsnumber,managingagency,projectid,description,costdescription,citycost,noncitycost,plancommdate
EP-10,826 257,826,WEC-LGE16,"LARGE WATER METER PURCHASES, REPLACEMENTS AND INSTALLATIO",CONS,"",1350,0,06/18
EP-10,826 257,826,WEC-LGE16,"LARGE WATER METER PURCHASES, REPLACEMENTS AND INSTALLATIO",CONS,"",987,0,06/17
EP-10,826 257,826,WEC-LGE16,"LARGE WATER METER PURCHASES, REPLACEMENTS AND INSTALLATIO",CONS,"",500,0,06/18
EP-10,826 257,826,WEC-LGE16,"LARGE WATER METER PURCHASES, REPLACEMENTS AND INSTALLATIO",CONS,"",1340,0,06/17
EP-10,826 257,826,WEC-LGE16,"LARGE WATER METER PURCHASES, REPLACEMENTS AND INSTALLATIO",CONS,"",677,0,06/18
EP-10,826 257,826,WEC-LGE16,"LARGE WATER METER PURCHASES, REPLACEMENTS AND INSTALLATIO",EQFN,"",3451,0,06/17
EP-10,826 257,826,WEC-LGE16,"LARGE WATER METER PURCHASES, REPLACEMENTS AND INSTALLATIO",EQFN,"",5500,0,06/17
EP-10,826 257,826,WEC-LGE16,"LARGE WATER METER PURCHASES, REPLACEMENTS AND INSTALLATIO",EQFN,"",5500,0,06/18
EP-10,826 257,826,WEC-LGE16,"LARGE WATER METER PURCHASES, REPLACEMENTS AND INSTALLATIO",EQFN,"",5207,0,06/19
EP-10,826 257,826,WEC-LGE16,"LARGE WATER METER PURCHASES, REPLACEMENTS AND INSTALLATIO",IFSP,"",500,0,06/17
EP-10,826 257,826,WEC-LGE16,"LARGE WATER METER PURCHASES, REPLACEMENTS AND INSTALLATIO",IFSP,"",500,0,06/18
EP-10,826 257,826,WEC-LGE16,"LARGE WATER METER PURCHASES, REPLACEMENTS AND INSTALLATIO",IFSP,"",500,0,06/19
EP-10,826 257,826,WEC-LGE16,"LARGE WATER METER PURCHASES, REPLACEMENTS AND INSTALLATIO",IFSP,"",500,0,06/20
EP-10,826 257,826,WEC-LGE16,"LARGE WATER METER PURCHASES, REPLACEMENTS AND INSTALLATIO",IFSP,"",500,0,06/21
EP-10,826 257,826,WEC-LGE16,"LARGE WATER METER PURCHASES, REPLACEMENTS AND INSTALLATIO",IFSP,"",500,0,06/22
EP-10,826 257,826,WEC-LGE16,"LARGE WATER METER PURCHASES, REPLACEMENTS AND INSTALLATIO",IFSP,"",500,0,06/23
EP-10,826 257,826,WEC-LGE16,"LARGE WATER METER PURCHASES, REPLACEMENTS AND INSTALLATIO",CTGY,"",25000,0,06/17
EP-10,826 257,826,WEC-REP,"WATER METER REPLACEMENTS",EQFN,"",25,0,08/16
EP-10,826 257,826,WEC-REP,"WATER METER REPLACEMENTS",EQFN,"",39,0,08/16
EP-10,826 257,826,WEC-REP11,"WATER METER PURCHASES, REPLACEMENTS AND INSTALLATIONS",EQFN,"",4918,0,06/17
F-D109,057 D09,057,FD109CPR,"CPR MOBILE CLASSROOM",EQFN,"",110,0,06/17
F-D175,057 D75,057,FD175D159,"ENGINE 159 - NEW DOORS",CONS,"GENERAL",40,0,06/17
F-D175,057 D75,057,FD175D163,"ENGINE 163 - NEW DOORS",CONS,"GENERAL",40,0,06/17
F-D175,057 D75,057,FD175E249,"ROOF REPLACEMENT",CONS,"ROOFS",50,0,06/17
F-D175,057 D75,850,FD175EC96,"KITCHEN AND OFFICE RENOVATIONS - EC96/L54",DSGN,"",656,0,08/16
F-D175,057 D75,850,FD175EC96,"KITCHEN AND OFFICE RENOVATIONS - EC96/L54",DSGN,"",1,0,08/16
F-D175,057 D75,850,FD175E273,"FIREHOUSE RENOVATIONS - EC273",CONS,"INSTL. MARKINGS",20,0,06/17
F-D175,057 D75,850,FD175273H,"INSTALLATION OF A HVAC SYSTEM - E273",CONS,"",48,0,06/17
F-D175,057 D75,850,FD175273H,"INSTALLATION OF A HVAC SYSTEM - E273",IFSP,"",100,0,06/17
F-KN067,057 K67,850,FKNFOUNDA,"FDNY Foundation, Inc. - Vehicle Purchases",EQVH,"",190,0,06/17
F-Q109,057 Q09,057,FQ109SKID,"SKID STEER",EQFN,"",19,0,06/17
F-Q109,057 Q09,057,FQ109TRAN,"TRANSPORT VEHICLES",EQFN,"EMERGENCY VEHICLES",192,0,06/17
F-Q175,057 Q01,057,FQ175E329,"kitchen renovation-e-c329",CONS,"",530,0,06/17
F-R109,057 R09,057,FR109BF14,"BRUSH FIRE UNIT",EQFN,"",150,0,06/17
F-R109,057 R09,057,FR109STRM,"ALL TERRAIN STORM VEHICLE",EQFN,"",250,0,06/17
F-1,057 200,057,F1-BASES,"SUBBASES",EQFN,"COMMUNICATIONS EQUIPMENT",10,0,06/17
F-1,057 200,057,F1-BASES,"SUBBASES",EQFN,"COMMUNICATIONS EQUIPMENT",15,0,06/18
F-1,057 200,057,F1-CABLE,"FIRE ALARM CABLE",EQFN,"",184,0,06/17
F-1,057 200,057,F1-GCT09,"GRAND CENTRAL/METRONORTH RADIO",EQFN,"COMMUNICATIONS EQUIPMENT",0,310,06/17
F-1,057 200,057,F1-GCT09,"GRAND CENTRAL/METRONORTH RADIO",EQFN,"COMMUNICATIONS EQUIPMENT",0,500,06/17
F-1,057 200,057,F1-GCT09,"GRAND CENTRAL/METRONORTH RADIO",EQFN,"COMMUNICATIONS EQUIPMENT",0,952,06/17
F-1,057 200,057,F1-HOUS97,"HOUSINGS - FY97",EQFN,"COMMUNICATIONS EQUIPMENT",25,0,06/17
F-1,057 200,057,F1-HOUS97,"HOUSINGS - FY97",EQFN,"COMMUNICATIONS EQUIPMENT",25,0,06/18
F-1,057 200,057,F1-MAN95,"MANHOLE FRAMES/COVERS FY95",EQFN,"COMMUNICATIONS EQUIPMENT",20,0,06/17
F-1,057 200,057,F1-MAN95,"MANHOLE FRAMES/COVERS FY95",EQFN,"COMMUNICATIONS EQUIPMENT",20,0,06/18
F-1,057 200,057,F1-OAC,"OUTSIDE AGENCY CABLING",CONS,"",753,0,06/17
F-1,057 200,057,F1-OAC,"OUTSIDE AGENCY CABLING",CONS,"",1003,0,06/18
F-1,057 200,057,F1-OAC,"OUTSIDE AGENCY CABLING",CONS,"",700,0,06/19
F-1,057 200,057,F1-OAC,"OUTSIDE AGENCY CABLING",CONS,"",713,0,06/20
F-1,057 200,057,F1-OAC,"OUTSIDE AGENCY CABLING",CONS,"",727,0,06/21
F-1,057 200,057,F1-OAC,"OUTSIDE AGENCY CABLING",CONS,"",700,0,06/22
F-1,057 200,057,F1-OAC,"OUTSIDE AGENCY CABLING",CONS,"",700,0,06/23
F-1,057 200,057,F1-OAC,"OUTSIDE AGENCY CABLING",CONS,"",700,0,06/24
F-1,057 200,057,F1-OAC,"OUTSIDE AGENCY CABLING",CONS,"",700,0,06/25
F-1,057 200,057,F1-OAC,"OUTSIDE AGENCY CABLING",CONS,"",1000,0,06/26
F-1,057 200,057,F1-OAC,"OUTSIDE AGENCY CABLING",CONS,"",1000,0,06/27
F-1,057 200,057,F1-PED96,"PEDESTALS FY96",EQFN,"COMMUNICATIONS EQUIPMENT",8,0,08/16
F-1,057 200,057,F1-PED96,"PEDESTALS FY96",EQFN,"COMMUNICATIONS EQUIPMENT",95,0,06/17
F-1,057 200,057,F1-PED96,"PEDESTALS FY96",EQFN,"COMMUNICATIONS EQUIPMENT",95,0,06/18
F-1,057 200,057,F1-RADIO,"RADIOS",EQFN,"",6992,0,06/20
F-1,057 200,057,F1-TERM96,"TERMINAL BOXES FY96",EQFN,"COMMUNICATIONS EQUIPMENT",45,0,06/17
F-1,057 200,057,F1-TERM96,"TERMINAL BOXES FY96",EQFN,"COMMUNICATIONS EQUIPMENT",45,0,06/18
F-1,057 200,057,F1ERSBOX,"ERS ALARM BOX MODULE",EQFN,"COMMUNICATIONS EQUIPMENT",2490,0,06/20
F-1,057 200,057,F1METRO11,"EQUIPMENT FOR 11 METROTECH",EQFN,"",8,0,09/16
F-1,057 200,057,F1PHONEFS,"TELEPHONE - FLEET SERVICES",EQFN,"COMMUNICATIONS EQUIPMENT",241,0,06/17
F-1,057 200,057,F1RADIO15,"RADIOS",EQFN,"COMPUTERS AND PERIPHERAL",50000,0,06/17
F-1,057 200,057,F1TELEFLD,"FIELD TELEPHONE SYSTEM REPLACEMENT",EQFN,"COMMUNICATIONS EQUIPMENT",600,0,06/17
F-1,057 200,057,F1TELEIVR,"IVR SYSTEM REPLACEMENT",EQFN,"COMMUNICATIONS EQUIPMENT",1440,0,06/18
F-1,057 200,057,F1TLMETRY,"TELEMETRY RECEIVERS CONSOLES & COMPARATOR REPLACEMENT",EQFN,"COMMUNICATIONS EQUIPMENT",1100,0,06/17
F-1,057 200,057,SANDCNDIT,"HURRICANE SANDY - CONDUIT",EQFN,"COMMUNICATIONS EQUIPMENT",0,2823,06/17
F-1,057 200,057,SANDCNDIT,"HURRICANE SANDY - CONDUIT",EQFN,"COMMUNICATIONS EQUIPMENT",314,0,06/17
F-1,057 200,057,SANDERSBX,"HURRICANE SANDY ALARM BOX NETWORK",EQFN,"COMMUNICATIONS   EQUIPMENT",0,36000,06/17
F-1,057 200,057,SANDERSBX,"HURRICANE SANDY ALARM BOX NETWORK",EQFN,"COMMUNICATIONS   EQUIPMENT",0,102136,06/18
F-1,057 200,057,SANDERSBX,"HURRICANE SANDY ALARM BOX NETWORK",EQFN,"COMMUNICATIONS   EQUIPMENT",4000,0,06/17
F-1,057 200,057,SANDERSBX,"HURRICANE SANDY ALARM BOX NETWORK",EQFN,"COMMUNICATIONS   EQUIPMENT",11349,0,06/18
F-1,057 200,850,HD-153C2,"EDGEMERE (PHASE C2)",CONS,"",135,0,06/17
F-1,057 200,850,SE-795,"STORM & SANITARY SEWER IN CHANDLER ST- NAMEOKE AV&BATTERY",CONS,"",102,0,08/16
F-1,057 200,850,SE-807,"STORM & SAN SEWERS IN 20TH AVE B/T126 ST & US BULKHEAD LIN",CONS,"",287,0,07/16
F-109,057 207,057,F109-IE,"INITIAL EQUIPMENT FOR EMERGENCY RESPONSE VEHICLES",EQFN,"EMERGENCY VEHICLES",19790,0,01/20
F-109,057 207,057,F109-IE,"INITIAL EQUIPMENT FOR EMERGENCY RESPONSE VEHICLES",EQFN,"EMERGENCY VEHICLES",17396,0,01/21
F-109,057 207,057,F109-IE,"INITIAL EQUIPMENT FOR EMERGENCY RESPONSE VEHICLES",EQFN,"EMERGENCY VEHICLES",10040,0,06/22
F-109,057 207,057,F109-IE,"INITIAL EQUIPMENT FOR EMERGENCY RESPONSE VEHICLES",EQFN,"EMERGENCY VEHICLES",25458,0,06/23
F-109,057 207,057,F109-IE,"INITIAL EQUIPMENT FOR EMERGENCY RESPONSE VEHICLES",EQFN,"EMERGENCY VEHICLES",4700,0,06/24
F-109,057 207,057,F109-IE,"INITIAL EQUIPMENT FOR EMERGENCY RESPONSE VEHICLES",EQFN,"EMERGENCY VEHICLES",9363,0,06/25
F-109,057 207,057,F109-IE,"INITIAL EQUIPMENT FOR EMERGENCY RESPONSE VEHICLES",EQFN,"EMERGENCY VEHICLES",15260,0,06/26
F-109,057 207,057,F109-IE,"INITIAL EQUIPMENT FOR EMERGENCY RESPONSE VEHICLES",EQFN,"EMERGENCY VEHICLES",10696,0,06/27
F-109,057 207,057,F109-IE13,"INITIAL EQUIPMENT FOR EMERGENCY RESPONSE VEHICLES",EQFN,"COMPUTERS AND PERIPHERAL",6174,0,06/17
F-109,057 207,057,F109-IE14,"INITIAL EQUIPMENT - FY14",EQFN,"COMPUTERS AND PERIPHERAL",2622,0,06/17
F-109,057 207,057,F109-IE15,"INITIAL EQUIPMENT - FY15",EQFN,"COMPUTERS AND PERIPHERAL",3375,0,06/17
F-109,057 207,057,F109-IE15,"INITIAL EQUIPMENT - FY15",EQFN,"COMPUTERS AND PERIPHERAL",2000,0,06/18
F-109,057 207,057,F109-IE16,"INITIAL EQUIPMENT - FY16",EQFN,"EMERGENCY VEHICLES",3965,0,06/17
F-109,057 207,057,F109-IE16,"INITIAL EQUIPMENT - FY16",EQFN,"EMERGENCY VEHICLES",3000,0,06/18
F-109,057 207,057,F109-IE17,"INITIAL EQUIPMENT -FY17",EQFN,"",2860,0,06/17
F-109,057 207,057,F109-IE17,"INITIAL EQUIPMENT -FY17",EQFN,"",3990,0,06/18
F-109,057 207,057,F109-IE18,"INITIAL EQUIPMENT - FY18",EQFN,"",5374,0,06/18
F-109,057 207,057,F109-IE18,"INITIAL EQUIPMENT - FY18",EQFN,"",5000,0,06/19
F-109,057 207,057,F109-IE19,"INITIAL EQUIPMENT - FY19",EQFN,"",4506,0,06/19
F-109,057 207,057,F109-IE19,"INITIAL EQUIPMENT - FY19",EQFN,"",4000,0,06/20
F-109,057 207,057,F109-PUM,"PUMPERS",EQFN,"E      EMERGENCY   VEHICLES",45679,0,03/18
F-109,057 207,057,F109-PUM,"PUMPERS",EQFN,"E      EMERGENCY   VEHICLES",24505,0,03/19
F-109,057 207,057,F109-PUM,"PUMPERS",EQFN,"E      EMERGENCY   VEHICLES",12115,0,03/20
F-109,057 207,057,F109-PUM,"PUMPERS",EQFN,"E      EMERGENCY   VEHICLES",11124,0,03/21
F-109,057 207,057,F109-PUM,"PUMPERS",EQFN,"E      EMERGENCY   VEHICLES",50748,0,06/24
F-109,057 207,057,F109-PUM,"PUMPERS",EQFN,"E      EMERGENCY   VEHICLES",880,0,06/25
F-109,057 207,057,F109-PUM,"PUMPERS",EQFN,"E      EMERGENCY   VEHICLES",23192,0,06/26
F-109,057 207,057,F109-PUM,"PUMPERS",EQFN,"E      EMERGENCY   VEHICLES",11196,0,06/27
F-109,057 207,057,F109-RM,"REAR MOUNTS",EQFN,"E",34634,0,05/21
F-109,057 207,057,F109-RM,"REAR MOUNTS",EQFN,"E",51068,0,06/23
F-109,057 207,057,F109-RM,"REAR MOUNTS",EQFN,"E",19128,0,06/25
F-109,057 207,057,F109-RM,"REAR MOUNTS",EQFN,"E",4368,0,06/27
F-109,057 207,057,F109-SUB,"SUBURBANS",EQFN,"E      EMERGENCY   VEHICLES",3800,0,06/24
F-109,057 207,057,F109-SUB,"SUBURBANS",EQFN,"E      EMERGENCY   VEHICLES",628,0,06/25
F-109,057 207,057,F109-SUB,"SUBURBANS",EQFN,"E      EMERGENCY   VEHICLES",4151,0,06/18
F-109,057 207,057,F109-SUB,"SUBURBANS",EQFN,"E      EMERGENCY   VEHICLES",4275,0,06/19
F-109,057 207,057,F109-SUB,"SUBURBANS",EQFN,"E      EMERGENCY   VEHICLES",4404,0,06/20
F-109,057 207,057,F109-SUB,"SUBURBANS",EQFN,"E      EMERGENCY   VEHICLES",1641,0,06/26
F-109,057 207,057,F109-SUB,"SUBURBANS",EQFN,"EMERGENCY VEHICLES",5490,0,06/27
F-109,057 207,057,F109-SUPP,"SUPPORT VEHICLES",EQVH,"",5200,0,06/24
F-109,057 207,057,F109-SUPP,"SUPPORT VEHICLES",EQVH,"",3209,0,06/25
F-109,057 207,057,F109-TDA,"TRACTOR DRAWN AERIAL APPARATUS",EQFN,"",16555,0,06/23
F-109,057 207,057,F109-TDA,"TRACTOR DRAWN AERIAL APPARATUS",EQFN,"",3192,0,06/25
F-109,057 207,057,F109-TL,"TOWER LADDERS",EQFN,"URE",6400,0,06/24
F-109,057 207,057,F109-TL,"TOWER LADDERS",EQFN,"URE",4266,0,06/25
F-109,057 207,057,F109-TL,"TOWER LADDERS",EQFN,"URE",4140,0,06/26
F-109,057 207,057,F109-TL,"TOWER LADDERS",EQFN,"URE",14924,0,06/27
F-109,057 207,057,F109-TL05,"TOWER LADDERS",EQFN,"",106,0,08/16
F-109,057 207,057,F109-TL08,"TOWER LADDERS",EQFN,"EMERGENCY VEHICLES",25,0,08/16
F-109,057 207,057,F109-TL75,"TOWER LADDERS - 75 FOOT",EQFN,"E        EMERGENCY   VEHICLES",9005,0,06/19
F-109,057 207,057,F109-TL75,"TOWER LADDERS - 75 FOOT",EQFN,"E        EMERGENCY   VEHICLES",14842,0,06/20
F-109,057 207,057,F109-TL75,"TOWER LADDERS - 75 FOOT",EQFN,"E        EMERGENCY   VEHICLES",18397,0,06/21
F-109,057 207,057,F109-TL75,"TOWER LADDERS - 75 FOOT",EQFN,"E        EMERGENCY   VEHICLES",15616,0,06/22
F-109,057 207,057,F109-TL95,"TOWER LADDERS - 95 FOOT",EQFN,"EMERGENCY VEHICLES",3314,0,06/23
F-109,057 207,057,F109-TL95,"TOWER LADDERS - 95 FOOT",EQFN,"EMERGENCY VEHICLES",19308,0,06/22
F-109,057 207,057,F109-VEH,"RESPONSE VEHICLES",EQFN,"URE",4000,0,06/19
F-109,057 207,057,F109-VEH,"RESPONSE VEHICLES",EQFN,"URE",1860,0,06/17
F-109,057 207,057,F109-VEH,"RESPONSE VEHICLES",EQFN,"URE",4750,0,06/24
F-109,057 207,057,F109-VEH,"RESPONSE VEHICLES",EQFN,"URE",5000,0,06/25
F-109,057 207,057,F109-VEH,"RESPONSE VEHICLES",EQFN,"URE",1800,0,06/18
F-109,057 207,057,F109BFU13,"BRUSH FIRE UNIT",EQFN,"EMERGENCY VEHICLES",53,0,09/16
F-109,057 207,057,F109BFU23,"BRUSH FIRE UNITS REPLACEMENT - FY23",EQFN,"EMERGENCY VEHICLES",2900,0,06/24
F-109,057 207,057,F109BUC17,"BUCKET TRUCK",EQFN,"",500,0,06/17
F-109,057 207,057,F109DUMPS,"Dump Truck",EQFN,"",66,0,06/17
F-109,057 207,057,F109DUM17,"DUMP TRUCK",EQFN,"",300,0,06/17
F-109,057 207,057,F109FCEL7,"Fire Chief, EMS Lieutenant Response Vehicles FY17",EQFN,"",3613,0,06/17
F-109,057 207,057,F109FLAT5,"HEAVY DUTY FLAT BED REPLACEMENT",EQFN,"",200,0,06/17
F-109,057 207,057,F109FOM23,"FOAM TENDER UNITS REPLACEMENT - FY23",EQFN,"EMERGENCY VEHICLES",3000,0,06/24
F-109,057 207,057,F109HAZ11,"HAZMAT SECOND PIECE VEHICLE",EQFN,"EMERGENCY VEHICLES",1000,0,02/24
F-109,057 207,057,F109HAZ16,"HAZMAT FIRST PIECE - FY16",EQFN,"",1232,0,06/17
F-109,057 207,057,F109HAZ16,"HAZMAT FIRST PIECE - FY16",EQFN,"",1500,0,06/25
F-109,057 207,057,F109HPPUM,"PUMPERS - HI PRESSURE",EQFN,"EMERGENCY VEHICLES",1316,0,06/18
F-109,057 207,057,F109HPPUM,"PUMPERS - HI PRESSURE",EQFN,"EMERGENCY VEHICLES",3924,0,06/23
F-109,057 207,057,F109LIF6A,"VEHICLE LIFTS",EQFN,"",930,0,06/17
F-109,057 207,057,F109PUFS7,"Pickup Trucks for Fire Safety Education (FSE)",EQFN,"",129,0,06/17
F-109,057 207,057,F109PUM07,"PUMPERS",EQFN,"",6,0,08/16
F-109,057 207,057,F109PUM08,"PUMPERS",EQFN,"EMERGENCY VEHICLES",25,0,08/16
F-109,057 207,057,F109PUM16,"PUMPERS- FY16",EQFN,"",686,0,06/17
F-109,057 207,057,F109PUM17,"PUMPERS - FY17",EQFN,"",2695,0,06/18
F-109,057 207,057,F109PURPK,"PURPLE K UNIT",EQFN,"EMERGENCY VEHICLES",505,0,06/17
F-109,057 207,057,F109RACK4,"RACK TRUCKS",EQFN,"",519,0,06/17
F-109,057 207,057,F109RACK7,"Rack Trucks - FY17",EQFN,"",865,0,06/17
F-109,057 207,057,F109RES16,"RESCUE TRUCK - FY16",EQFN,"EMERGENCY VEHICLES",5540,0,06/17
F-109,057 207,057,F109RES16,"RESCUE TRUCK - FY16",EQFN,"EMERGENCY VEHICLES",7835,0,06/24
F-109,057 207,057,F109SAT15,"SATELLITE UNITS",EQFN,"EMERGENCY VEHICLES",4216,0,06/17
F-109,057 207,057,F109SUB16,"Fire Chief, EMS Lieutenant Response Vehicles",EQFN,"",8,0,06/17
F-109,057 207,057,F109SUB16,"Fire Chief, EMS Lieutenant Response Vehicles",EQFN,"",24,0,10/16
F-109,057 207,057,F109SUP13,"SUPPORT VEHICLES",EQFN,"",725,0,06/17
F-109,057 207,057,F109TL756,"TOWER LADDERS - FY16",EQFN,"",3270,0,06/18
F-109,057 207,057,F109TL756,"TOWER LADDERS - FY16",EQFN,"",21,0,06/17
F-109,057 207,057,F109TL757,"TOWER LADDERS - 75' FY17",EQFN,"",1684,0,06/17
F-109,057 207,057,F109VAN17,"Sprinter Vans",EQFN,"",340,0,06/17
F-109,057 207,057,F109VAN7A,"SPRINTER VANS",EQFN,"",110,0,06/17
F-109,057 207,057,F109VE08,"VEHICLE VALUE ENGINEERING STUDY",EQFN,"",42,0,10/16
F-109,057 207,057,SANDBRUSH,"BRUSH FIRE UNITS - HURRICANE SANDY",EQFN,"",7,0,09/16
F-109,057 207,057,SANDBRUSH,"BRUSH FIRE UNITS - HURRICANE SANDY",EQFN,"",0,64,09/16
F-109,057 207,057,SANDSCRAP,"CABLE SCRAPPER - SANDY",EQFN,"",111,0,06/17
F-109,057 207,057,SANDSCRAP,"CABLE SCRAPPER - SANDY",EQFN,"",0,999,06/17
F-109,057 207,057,SANDSPLIC,"SPLICING VANS - SANDY",EQFN,"",40,0,06/17
F-109,057 207,057,SANDSPLIC,"SPLICING VANS - SANDY",EQFN,"",0,360,06/17
F-109,057 207,057,SANDVEHLU,"VEHICLE REPLACEMENT - HURRICANE SANDY",EQFN,"EMERGENCY VEHICLES",133,0,06/17
F-109,057 207,057,SANDVEHLU,"VEHICLE REPLACEMENT - HURRICANE SANDY",EQFN,"",0,1162,06/17
F-109,057 207,057,SANDVSAND,"SAND RIG - HURRICANE SANDY",EQFN,"EMERGENCY VEHICLES",3,0,10/16
F-109,057 207,057,SANDVSAND,"SAND RIG - HURRICANE SANDY",EQFN,"",0,28,10/16
F-175,057 213,057,ACEFDN502,"FDNY - HIGH EFFICIENCY RTU REPLACEMENTS",CONS,"",537,0,06/17
F-175,057 213,057,FD175D159,"ENGINE 159 - NEW DOORS",CONS,"GENERAL",20,0,06/17
F-175,057 213,057,FD175D163,"ENGINE 163 - NEW DOORS",CONS,"GENERAL",22,0,06/17
F-175,057 213,057,FQ175E329,"kitchen renovation-e-c329",CONS,"",70,0,06/17
F-175,057 213,057,F175-GOLD,"FDNY E331/L173 FIREHOUSE FOUNDATION-NYPD HARBOR ADAM MARINA",CONS,"",20,0,06/17
F-175,057 213,057,F175AC245,"HVAC RENOVATIONS - EC245",CONS,"INSTL. MARKINGS",222,0,06/17
F-175,057 213,057,F175AF151,"APPARATUS FLOOR - EC151",CNSP,"",1,0,06/17
F-175,057 213,057,F175BAT3,"ELECTRICAL UPGRADE - BAT3",CONS,"ELECTRICAL",136,0,06/17
F-175,057 213,057,F175BKBFP,"BROOKLYN CO RENOVATIONS FOR FIRE PREVENTION",CONS,"INSTL. MARKINGS",197,0,06/17
F-175,057 213,057,F175DRE96,"APPARATUS FOR EC96",IFSP,"",5,0,06/17
F-175,057 213,057,F175DR246,"Overhead Replacement at Engine 246",CONS,"GENERAL",61,0,06/17
F-175,057 213,057,F175EBT39,"EMS BATT 39 RENOVATIONS",CONS,"INSTL. MARKINGS",4700,0,06/17
F-175,057 213,057,F175EBT39,"EMS BATT 39 RENOVATIONS",DSGN,"",155,0,06/17
F-175,057 213,057,F175EBT39,"EMS BATT 39 RENOVATIONS",IFDS,"",21,0,06/17
F-175,057 213,057,F175EC268,"NEW FIREHOUSE - EC268",CONS,"",18000,0,06/18
F-175,057 213,057,F175EC268,"NEW FIREHOUSE - EC268",DSGN,"",2000,0,06/18
F-175,057 213,057,F175EC268,"NEW FIREHOUSE - EC268",IFSP,"",1800,0,06/18
F-175,057 213,057,F175EC268,"NEW FIREHOUSE - EC268",IFDS,"",200,0,06/18
F-175,057 213,057,F175EMS18,"EMS STATION 18 - TRAILERS",IFSP,"",37,0,06/17
F-175,057 213,057,F175EMS20,"EMS 20 EXPANSION AND RENOVATON",CONS,"INSTL. MARKINGS",2719,0,06/17
F-175,057 213,057,F175EMS20,"EMS 20 EXPANSION AND RENOVATON",DSGN,"",281,0,06/17
F-175,057 213,057,F175EMS4M,"EMS4 Facades Restoration & Waterproofing",CONS,"INSTL. MARKINGS",75,0,06/17
F-175,057 213,057,F175EXREN,"EXTERIOR RENOVATIONS - EC55",CONS,"INSTL. MARKINGS",2119,0,06/17
F-175,057 213,057,F175E16DR,"APPARATUS DOOR - EC16",CONS,"GENERAL",61,0,06/17
F-175,057 213,057,F175E40AC,"HVAC - EC40",CONS,"ELECTRICAL",170,0,06/17
F-175,057 213,057,F175FHREN,"FIREHOUSE RENOVATIONS",CONS,"",30250,0,06/18
F-175,057 213,057,F175FHREN,"FIREHOUSE RENOVATIONS",CONS,"",20250,0,06/19
F-175,057 213,057,F175FHREN,"FIREHOUSE RENOVATIONS",CONS,"",11765,0,06/17
F-175,057 213,057,F175FHREN,"FIREHOUSE RENOVATIONS",CONS,"",20250,0,06/20
F-175,057 213,057,F175FHREN,"FIREHOUSE RENOVATIONS",CONS,"",15000,0,06/21
F-175,057 213,057,F175FHREN,"FIREHOUSE RENOVATIONS",CONS,"",15000,0,06/22
F-175,057 213,057,F175FHREN,"FIREHOUSE RENOVATIONS",CONS,"",15000,0,06/23
F-175,057 213,057,F175FHREN,"FIREHOUSE RENOVATIONS",CONS,"",15000,0,06/24
F-175,057 213,057,F175FHREN,"FIREHOUSE RENOVATIONS",CONS,"",15000,0,06/25
F-175,057 213,057,F175FHREN,"FIREHOUSE RENOVATIONS",CONS,"",15000,0,06/26
F-175,057 213,057,F175FHREN,"FIREHOUSE RENOVATIONS",CONS,"",15000,0,06/27
F-175,057 213,057,F175FMHVC,"FLEET MAINTENANCE HVAC SYSTEM UPGRADE",CONS,"MASONRY",2921,0,06/17
F-175,057 213,057,F175FMHVC,"FLEET MAINTENANCE HVAC SYSTEM UPGRADE",DSGN,"",400,0,06/17
F-175,057 213,057,F175KITE5,"Kitchen Renovation Engine Company 5",CONS,"",67,0,06/17
F-175,057 213,057,F175KIT61,"KITCHEN REPLACEMENT - SQ61",CONS,"",70,0,06/17
F-175,057 213,057,F175LD205,"LANDMARK DOOR 1 - EC205",CONS,"GENERAL",7,0,06/17
F-175,057 213,057,F175LD275,"APPARATUS DOOR - EC275",CONS,"GENERAL",61,0,06/17
F-175,057 213,057,F175MCE44,"MULTI COMPONENT RENOVATIONS - EC44",CONS,"INSTL. MARKINGS",2200,0,06/17
F-175,057 213,057,F175MCE44,"MULTI COMPONENT RENOVATIONS - EC44",DSGN,"",18,0,06/17
F-175,057 213,057,F175MCE44,"MULTI COMPONENT RENOVATIONS - EC44",IFSP,"",200,0,06/17
F-175,057 213,057,F175MC227,"Multi - Component Renovaitons - EC 227",CONS,"INSTL. MARKINGS",6050,0,06/18
F-175,057 213,057,F175MC227,"Multi - Component Renovaitons - EC 227",DSGN,"",548,0,06/17
F-175,057 213,057,F175MC227,"Multi - Component Renovaitons - EC 227",CNSP,"",550,0,06/18
F-175,057 213,057,F175MC285,"MULTI COMPONENT RENOVATIONS - EC285",CONS,"INSTL. MARKINGS",4623,0,06/17
F-175,057 213,057,F175MC285,"MULTI COMPONENT RENOVATIONS - EC285",DSGN,"",19,0,06/17
F-175,057 213,057,F175MC285,"MULTI COMPONENT RENOVATIONS - EC285",CNSP,"",311,0,06/17
F-175,057 213,057,F175MC285,"MULTI COMPONENT RENOVATIONS - EC285",IFSP,"",200,0,06/17
F-175,057 213,057,F175MULTI,"MUTIPLE COMPONENT RENOVATIONS",CONS,"INSTL.    MARKINGS",4452,0,06/17
F-175,057 213,057,F175MULTI,"MUTIPLE COMPONENT RENOVATIONS",CONS,"INSTL.    MARKINGS",8400,0,06/18
F-175,057 213,057,F175MULTI,"MUTIPLE COMPONENT RENOVATIONS",CONS,"INSTL.    MARKINGS",10000,0,06/19
