budgetline,fmsnumber,managingagency,projectid,description,commitmentcode,commitmentdescription,citycost,noncitycost,plancommdate
P-Q245,846 Q45,846,P-415MEA2,"FMCP - MEADOW LAKE- PATHS Q099",CONS,"",68000,0,06/18
P-Q245,846 Q45,846,P-415PAVI,"FMCP - NYS PAVILION RC Q099-116M",CONS,"GENERAL",398000,0,06/18
P-Q245,846 Q45,846,P-415WRLD,"FMCP World's Fair Playground Asphalt Field",CONS,"",2000000,0,06/18
P-Q245,846 Q45,846,P-416DEVO,"Joe E. Devoy Plgd R/C Q015-115M",CONS,"",45000,0,06/17
P-Q245,846 Q45,846,P-416DEVO,"Joe E. Devoy Plgd R/C Q015-115M",CONS,"",17000,0,06/17
P-Q245,846 Q45,846,P-416DEVO,"Joe E. Devoy Plgd R/C Q015-115M",CONS,"",21000,0,06/17
P-Q245,846 Q45,846,P-6BLD14B,"FY14 BUILDINGS-RC OF C/S & FACILTIES AT VAR PKS & RECR LOC",CONS,"GENERAL",550000,0,06/17
P-Q245,846 Q45,846,P-6GRST16,"FY16 Greenstreets - CITYWIDE",CONS,"",350000,0,06/17
P-Q245,846 Q45,846,P-6REC07D,"FY07 Recreation & Nature Centers (HVAC) - CNYG-2007MA2",CONS,"GENERAL",200000,0,06/18
P-Q245,846 Q45,846,P-6ROOF9A,"FY09 Roof Requirements QNS & BX (CNYG-3009M)",CONS,"",330000,0,06/17
P-Q245,846 Q45,850,P-407BHI3,"BOWNE HOUSE INTERIOR RESTORATIONS",CONS,"GENERAL",1250000,0,06/19
P-Q245,846 Q45,850,P-407BHI3,"BOWNE HOUSE INTERIOR RESTORATIONS",DSGN,"",92000,0,06/17
P-Q245,846 Q45,850,P-407BHI3,"BOWNE HOUSE INTERIOR RESTORATIONS",DSGN,"",233000,0,06/17
P-Q245,846 Q45,850,P-407BHI3,"BOWNE HOUSE INTERIOR RESTORATIONS",CONS,"GENERAL",494000,0,06/19
P-Q245,846 Q45,850,P-407BHV4,"BOWNE HOUSE VISITORS CENTER Q022",CONS,"GENERAL",1936000,0,06/18
P-Q245,846 Q45,850,P-407KIN2,"Kingsland Homestead Roof/Floor Renovations",CONS,"",400000,0,06/18
P-Q245,846 Q45,850,P-413QCF1,"QUEENS CTY FARM MUSEUM PHASE 2 FARMLAND RESTORATION",DSGN,"",104000,0,06/17
P-Q245,846 Q45,850,P-413QCF1,"QUEENS CTY FARM MUSEUM PHASE 2 FARMLAND RESTORATION",DSGN,"DESIGN DURING CONSTRUCTIO",122000,0,06/17
P-Q245,846 Q45,850,P-413QCF1,"QUEENS CTY FARM MUSEUM PHASE 2 FARMLAND RESTORATION",CONS,"GENERAL",1372000,0,06/18
P-Q245,846 Q45,850,P-413QCF1,"QUEENS CTY FARM MUSEUM PHASE 2 FARMLAND RESTORATION",CONS,"",335000,0,06/18
P-Q245,846 Q45,850,P-413QCF1,"QUEENS CTY FARM MUSEUM PHASE 2 FARMLAND RESTORATION",CONS,"",500000,0,06/18
P-Q245,846 Q45,850,PV655QCFM,"QCFM - Queen's County Farm Museum Greenhouse Restoration",CONS,"",239000,0,06/17
P-Q245,846 Q45,850,PWD99WNY1,"CENTER FOR THE WOMEN OF NEW YORK",CONS,"",173000,0,06/17
P-Q245,846 Q45,850,PWD99WNY1,"CENTER FOR THE WOMEN OF NEW YORK",CONS,"",27000,0,06/17
P-Q708,846 Q13,846,P-412BPP4,"Baisley Pond Pk. Athletic Courts - Q006-115M",CONS,"GENERAL",361000,0,06/17
P-Q708,846 Q13,846,P-412BPP4,"Baisley Pond Pk. Athletic Courts - Q006-115M",CONS,"GENERAL",1000000,0,06/17
P-Q771,846 Q71,846,P-409MARD,"Glendale Entrance to Forest Park",CONS,"",500000,0,06/18
P-Q822,846 Q11,846,P-4NRBDML,"Northern Blvd Mall Enhancement and Tree Planting",CONS,"",300000,0,06/17
P-Q847,846 Q47,846,P-412RWIL,"ROY WILKINS REC CTR ROOF & SITE Q448-112M",CONS,"",155000,0,06/17
P-Q847,846 Q47,846,P-412RWIL,"ROY WILKINS REC CTR ROOF & SITE Q448-112M",CONS,"",145000,0,06/17
P-Q847,846 Q47,846,P-412RWIL,"ROY WILKINS REC CTR ROOF & SITE Q448-112M",CONS,"",500000,0,06/17
P-Q847,846 Q47,846,P-412RWTT,"Roy Wilkins Park Turf and Track Upgrades Q448-116M",CONS,"",1500000,0,06/17
P-Q938,846 Q27,846,P-405EVER,"Evergreen Park - R/C of playground",CONS,"",215000,0,06/18
P-Q938,846 Q27,846,P-405EVER,"Evergreen Park - R/C of playground",DSGN,"",27000,0,06/17
P-R056,846 R56,846,P-503BHPR,"Blue Heron Park - Acquisition",SITE,"ACQUISITION",479000,0,06/17
P-R245,846 R45,846,P-5BDWK,"FDR BOARDWALK RC RAILINGS, BENCHES, MISC R046-105MA",CONS,"",41000,0,06/17
P-R245,846 R45,846,P-5BDWK,"FDR BOARDWALK RC RAILINGS, BENCHES, MISC R046-105MA",CONS,"GENERAL",344000,0,06/17
P-R245,846 R45,846,P-5BLOOJF,"Bloomingdale Park Junior Fields Installation",CONS,"",1500000,0,06/17
P-R245,846 R45,846,P-5BLOOJF,"Bloomingdale Park Junior Fields Installation",CONS,"",750000,0,06/17
P-R245,846 R45,846,P-5CARLPK,"Carlton Park Rehabilitation: Basketball Courts and Field",CONS,"",250000,0,06/17
P-R245,846 R45,846,P-5CHARLE,"Fairview Park -Athletic Facility R153-113M",CONS,"",8456000,0,06/17
P-R245,846 R45,846,P-5CLAWS,"RENOVATION OF CLAWSON PLAYGROUND",CONS,"",100000,0,06/17
P-R245,846 R45,846,P-5CLAWS,"RENOVATION OF CLAWSON PLAYGROUND",CONS,"",900000,0,06/17
P-R245,846 R45,846,P-5CTPK,"RECREATION BLDG AT MIDLAND BCH PROMENADE PLAZA R",CONS,"",163000,0,06/17
P-R245,846 R45,846,P-5CTPK,"RECREATION BLDG AT MIDLAND BCH PROMENADE PLAZA R",CONS,"",138000,0,06/17
P-R245,846 R45,846,P-5CTPK,"RECREATION BLDG AT MIDLAND BCH PROMENADE PLAZA R",CONS,"",10000,0,06/17
P-R245,846 R45,846,P-5CTPK,"RECREATION BLDG AT MIDLAND BCH PROMENADE PLAZA R",CONS,"",143000,0,06/17
P-R245,846 R45,846,P-5MCARPK,"Gen. MacArthur Park Baseball Field Renovation",CONS,"",555000,0,06/17
P-R245,846 R45,846,P-5MCARPK,"Gen. MacArthur Park Baseball Field Renovation",CONS,"",3989000,0,06/17
P-R245,846 R45,846,P-5MCARPK,"Gen. MacArthur Park Baseball Field Renovation",CONS,"",1001000,0,06/17
P-R245,846 R45,846,P-5PLG15B,"R/C of parks & plgr in Staten Island RG-315M",CONS,"",485000,0,06/17
P-R245,846 R45,846,P-5PL15A4,"$1Contract-Conference House Pk-ADA at Visitor Ct WO4 RG-215",CONS,"",500000,0,06/17
P-R245,846 R45,846,P-501CLPH,"CLOVE LAKES PK- COMFORT STATION & STORAGE FACILITY R005-1",CONS,"",13000,0,06/17
P-R245,846 R45,846,P-501CLPH,"CLOVE LAKES PK- COMFORT STATION & STORAGE FACILITY R005-1",CONS,"",2000,0,06/17
P-R245,846 R45,846,P-501CLPH,"CLOVE LAKES PK- COMFORT STATION & STORAGE FACILITY R005-1",CONS,"",9000,0,06/17
P-R245,846 R45,846,P-501CLRT,"Clove Lakes Pk-5K cross country trail",CONS,"",1500000,0,06/17
P-R245,846 R45,846,P-501FABE,"Faber Park Skate Park R008-111MA2",CONS,"GENERAL",4000,0,06/17
P-R245,846 R45,846,P-502NDPK,"NEW DORP BEACH (126 CEDAR GROVE AVE) KITCHEN RC",CONS,"GENERAL",250000,0,06/17
P-R245,846 R45,846,P-503BPBC,"Bloomingdale Pk-bocce courts improvements",CONS,"",50000,0,06/17
P-R245,846 R45,846,P-503BPBC,"Bloomingdale Pk-bocce courts improvements",CONS,"",50000,0,06/17
P-R245,846 R45,846,P-503CHP1,"Conference House Park Pavilion R006-213M",CONS,"",150000,0,06/17
P-R245,846 R45,846,P-503GCPL,"Greencroft Plgr- R/C of Comfort Station R089",CONS,"",500000,0,06/17
P-R245,846 R45,846,P-503WPDR,"Wolf's Pond Pk Dog Run",CONS,"",165000,0,06/17
P-R245,846 R45,846,P-503WPTR,"Wolfe Pond Pk- Constr. of 5K trail R031-",CONS,"",1500000,0,06/17
P-R245,846 R45,850,P-5PNYC06,"PlaNYC-Ocean Breeze Athletic Fac-Building Fit-Out R149-108M",CONS,"",43000,0,06/17
P-R245,846 R45,850,P5SPKHORA,"OCEAN BREEZE PK - INDOOR HORSE RIDING ARENA R149-608M",CONS,"",7000,0,06/17
P-R933,846 R33,846,P-5BEQUIP,"BEACH WAGON VEHICLE - STATEN ISLAND",EQFN,"MAINTENANCE EQUIPMENT",3000,0,06/17
P-R933,846 R33,846,P-5EQUIP1,"Forestry Equipment (Truck)",CONS,"",14000,0,06/17
P-R933,846 R33,846,P-5SCHOOL,"SCHOOL BUS PURCHASE",EQVH,"",22000,0,06/17
P-X003,846 X03,846,P-1CRACKA,"Cimline 110 Gallon Crack Sealer - BRONX",EQVH,"",75000,0,06/17
P-X003,846 X03,846,P-1CRACKB,"Vehicle for Towing Crack Sealer & Wasteline Router - BRONX",EQVH,"",35000,0,06/17
P-X003,846 X03,846,P-1GRAFIT,"GRAFFITI REMOVAL TRUCK",EQFN,"MAINTENANCE EQUIPMENT",109000,0,06/17
P-X003,846 X03,846,P-1TOTER,"TOTERS FOR WENGER WAGONS",EQFN,"MAINTENANCE EQUIPMENT",22000,0,06/17
P-X003,846 X03,846,P-1WASTER,"Waste Line Router with Camera BRONX",EQVH,"",75000,0,06/17
P-X003,846 X03,846,P-1WENGER,"WENGER WAGON - REPLACEMENT",EQFN,"MAINTENANCE EQUIPMENT",106000,0,06/17
P-X003,846 X03,846,P-1WENWAG,"WENGER WAGON",EQFN,"MAINTENANCE EQUIPMENT",106000,0,06/17
P-X245,846 X45,846,P-1BELDEN,"Belden Point Pier and Boardwalk XG-31850-111M",CONS,"GENERAL",1000,0,06/17
P-X245,846 X45,846,P-1BELDEN,"Belden Point Pier and Boardwalk XG-31850-111M",CONS,"GENERAL",6000,0,06/17
P-X245,846 X45,846,P-1BELDEN,"Belden Point Pier and Boardwalk XG-31850-111M",CONS,"",3000,0,06/17
P-X245,846 X45,846,P-1BWBXP1,"Reconstruction of plgrs, Borough of Bronx (XG-508M)",CONS,"",132000,0,06/17
P-X245,846 X45,846,P-1CASHIL,"Castle Hill Park - reconstruction of pier X007-113M",CONS,"GENERAL",123000,0,06/17
P-X245,846 X45,846,P-1CASHIL,"Castle Hill Park - reconstruction of pier X007-113M",CONS,"",60000,0,06/17
P-X245,846 X45,846,P-1CHARLG,"Charlton Garden - Phase II X086-108M",CONS,"GENERAL",136000,0,06/17
P-X245,846 X45,846,P-1CHARLG,"Charlton Garden - Phase II X086-108M",CONS,"",107000,0,06/17
P-X245,846 X45,846,P-1CHARLT,"Charlton Garden - rehab - X086-106MT",CONS,"",322000,0,06/17
P-X245,846 X45,846,P-1CPIGAR,"CPI PH3 - Garrison Playground",CONS,"",500000,0,06/17
P-X245,846 X45,846,P-1CROTOL,"Crotona Park Lake - X010-102M",CONS,"",2000,0,06/17
P-X245,846 X45,846,P-1CWELEC,"FY04 Bronx Elected Official Multi-Site - XG-204M",CONS,"",72000,0,06/17
P-X245,846 X45,846,P-1EDENPG,"Edenwald playground - basketball & handball crts (X165-115M)",DSGN,"",1000,0,06/17
P-X245,846 X45,846,P-1EDENPG,"Edenwald playground - basketball & handball crts (X165-115M)",DSGN,"",19000,0,06/17
P-X245,846 X45,846,P-1EDENPG,"Edenwald playground - basketball & handball crts (X165-115M)",CONS,"GENERAL",488000,0,06/18
P-X245,846 X45,846,P-1EDENPG,"Edenwald playground - basketball & handball crts (X165-115M)",CONS,"GENERAL",700000,0,06/18
P-X245,846 X45,846,P-1EDENPG,"Edenwald playground - basketball & handball crts (X165-115M)",CONS,"GENERAL",500000,0,06/18
P-X245,846 X45,846,P-1GRNTPK,"Grant Park Roadbed to Pathway Conversion",CONS,"",225000,0,06/17
P-X245,846 X45,846,P-1GRNTPK,"Grant Park Roadbed to Pathway Conversion",CONS,"",275000,0,06/17
P-X245,846 X45,846,P-1KNGSBR,"Kingsbridge Heights Community Center X250-109MA1",CONS,"",224000,0,06/17
P-X245,846 X45,846,P-1MELCOM,"CPI PH 1- Melrose Commons Site 32 - XG3200-111M",CONS,"",226000,0,07/16
P-X245,846 X45,846,P-1MELCOM,"CPI PH 1- Melrose Commons Site 32 - XG3200-111M",CONS,"",898000,0,07/16
P-X245,846 X45,846,P-1ORCHPA,"Orchard Beach Pavillion & Ancillary Reconstruction",CONS,"",10000000,0,06/17
P-X245,846 X45,846,P-1OWEND2,"OWEN F. DOLEN PK GOLDEN AGE CTR X016-114M",CONS,"GENERAL",126000,0,06/17
P-X245,846 X45,846,P-1OWEND2,"OWEN F. DOLEN PK GOLDEN AGE CTR X016-114M",CONS,"",169000,0,06/17
P-X245,846 X45,846,P-1PELBRV,"Pelham parkway -connection to Bronx river greenwayX002-211M",CONS,"",6000,0,06/17
P-X245,846 X45,846,P-1PELDOG,"Pelham Parkway Dog Run (X002-",CONS,"",150000,0,06/17
P-X245,846 X45,846,P-1PLG10A,"FY10 Playgrounds (XG-310M)",CONS,"",18000,0,06/17
P-X245,846 X45,846,P-1PUGSLY,"PUGSLEY CREEK & SOUNDVIEW PARKS INSTALLATION OF BLUE LIGHT",CONS,"",90000,0,06/17
P-X245,846 X45,846,P-1RCESPL,"Roberto Clemente State Park - Upper Esplanade - Pass-Thru",CONS,"GENERAL",500000,0,06/17
P-X245,846 X45,846,P-1STARLP,"BX River Alliance Starlight Park (DDC)",CONS,"GENERAL",658000,0,06/17
P-X245,846 X45,846,P-1VNFPOL,"Van Nest Flag Pole",CONS,"GENERAL",91000,0,06/17
P-X245,846 X45,846,P-100BGPG,"Bridge Playground Reconstruction",CONS,"",500000,0,06/17
P-X245,846 X45,846,P-100BRH1,"CPI PH3 -174TH St. Plgd./BX River House Renovation",CONS,"",500000,0,06/17
P-X245,846 X45,846,P-100CDAR,"Cedar Playground - RC C/S X111-114M",CNSP,"ONSULTANT SUPERVISION OF",71000,0,06/17
P-X245,846 X45,846,P-100CDAR,"Cedar Playground - RC C/S X111-114M",CONS,"ENERAL",715000,0,06/17
P-X245,846 X45,846,P-100CDAR,"Cedar Playground - RC C/S X111-114M",CONS,"",96000,0,06/17
P-X245,846 X45,846,P-101BPAR,"Brook Park - sitting area & comfort station",CONS,"",80000,0,06/17
P-X245,846 X45,846,P-101MBRO,"Millbrook Playground - basketball & handball courts",CONS,"GENERAL",455000,0,06/17
P-X245,846 X45,846,P-101MBRO,"Millbrook Playground - basketball & handball courts",CONS,"",45000,0,06/17
P-X245,846 X45,846,P-103CPB5,"Crotona Park - ballfield #5 * X010-115M",CONS,"",625000,0,06/17
P-X245,846 X45,846,P-103RRP2,"Rock and Roots Park - Estella Diggs Park Phase II X243-111M",CONS,"",122000,0,06/17
P-X245,846 X45,846,P-103RRP2,"Rock and Roots Park - Estella Diggs Park Phase II X243-111M",CONS,"",100000,0,06/17
P-X245,846 X45,846,P-103RRP2,"Rock and Roots Park - Estella Diggs Park Phase II X243-111M",CONS,"",58000,0,06/17
P-X245,846 X45,846,P-103WPBC,"Waring Plgd Basketball Courts Recon (X002-",CONS,"GENERAL",500000,0,06/17
P-X245,846 X45,846,P-104FISH,"Cons of 182nd St. Fish Passage Dam X002-111M",CONS,"GENERAL",250000,0,06/17
P-X245,846 X45,846,P-104GPPV,"Grant Avenue Park - Reconst of playground ( X271-115M)",DSGN,"",1000000,0,06/17
P-X245,846 X45,846,P-104HGBG,"Highbridge Park - step streets/park ldscape X120-110M",CONS,"GENERAL",200000,0,06/17
P-X245,846 X45,846,P-104HIGH,"Highbridge Recreation Center X261-193/493",CONS,"HVAC",1000,0,06/17
P-X245,846 X45,846,P-104JKIL,"Joyce Kilmer Park - Fencing (X028-114M)",CONS,"GENERAL",300000,0,06/17
P-X245,846 X45,846,P-104OGPM,"CPI PH2 - Ogden Plimpton Playground - RC",CONS,"GENERAL",500000,0,06/17
P-X245,846 X45,846,P-107KOSS,"Kossuth Playground Recon (X033-",CONS,"GENERAL",500000,0,06/17
P-X245,846 X45,846,P-107KOSS,"Kossuth Playground Recon (X033-",CONS,"GENERAL",500000,0,06/17
P-X245,846 X45,846,P-107WHLN,"Whalen Park Construct into Playground",CONS,"GENERAL",386000,0,06/17
P-X245,846 X45,846,P-107WHLN,"Whalen Park Construct into Playground",CONS,"",39000,0,06/17
P-X245,846 X45,846,P-108FTFR,"Washington's Walk Fort Four Playground comfort station",CONS,"GENERAL",500000,0,06/17
P-X245,846 X45,846,P-109NBLE,"Noble Playground - RC Comfort Station X123",CONS,"GENERAL",500000,0,06/17
P-X245,846 X45,846,P-109PAR1,"Parque de los Ninos Phase I Recon Playground X004A-113M",CONS,"GENERAL",1224000,0,06/17
P-X245,846 X45,846,P-109PAR1,"Parque de los Ninos Phase I Recon Playground X004A-113M",CONS,"GENERAL",17000,0,06/17
P-X245,846 X45,846,P-109PAR1,"Parque de los Ninos Phase I Recon Playground X004A-113M",CONS,"",124000,0,06/17
P-X245,846 X45,846,P-109PAR2,"Parque de los Ninos Ph II - track & BField X004A-114M",DSGN,"",1000,0,06/17
P-X245,846 X45,846,P-109PAR2,"Parque de los Ninos Ph II - track & BField X004A-114M",CONS,"GENERAL",1789000,0,06/17
P-X245,846 X45,846,P-110MANS,"PDF - BARTOW PELL MANSION - PORTIONS OF BUILDING X039-506M",CONS,"",500000,0,06/17
P-X245,846 X45,846,P-111LRTO,"Loreto Park - Recon Soccer field Asphalt to Turf (X163-",CONS,"GENERAL",225000,0,06/17
P-X245,846 X45,846,P-111LRTO,"Loreto Park - Recon Soccer field Asphalt to Turf (X163-",CONS,"GENERAL",275000,0,06/18
P-X245,846 X45,846,P-112AGNS,"Agnes Haywood Park - basketball court & park house X169-114M",CONS,"GENERAL",637000,0,06/17
P-X245,846 X45,846,P-112AGNS,"Agnes Haywood Park - basketball court & park house X169-114M",CONS,"",63000,0,06/17
P-X245,846 X45,846,P-112LACE,"Bronx River - Shoelace Park- (X004",DSGN,"",318000,0,06/17
P-X245,846 X45,846,P-112LACE,"Bronx River - Shoelace Park- (X004",DSGN,"",32000,0,06/17
P-X245,846 X45,846,P-112LACE,"Bronx River - Shoelace Park- (X004",CONS,"",200000,0,06/17
P-X245,846 X45,846,P-112LACE,"Bronx River - Shoelace Park- (X004",CONS,"",300000,0,06/17
P-X245,846 X45,846,P-112WKFD,"Wakefield Park Reconstruction (X188-116M)",DSGN,"",125000,0,06/17
P-X245,846 X45,846,P-112WKFD,"Wakefield Park Reconstruction (X188-116M)",CONS,"",125000,0,06/17
P-X245,846 X45,846,P-311HEL3,"Phase 3 of Hell Gate Pathway, below Viaduct Randalls Island",CONS,"",140000,0,06/17
P-X245,846 X45,850,P1YANK15A,"Kids' Powerhouse Discovery Center - Bronx Children's",CONS,"",1800000,0,06/17
P-X245,846 X45,850,P1YANK15A,"Kids' Powerhouse Discovery Center - Bronx Children's",CONS,"",700000,0,06/17
P-X245,846 X45,850,P109STARA,"STARLIGHT PARK COMFORT STATION X147-111M",DSGN,"",42000,0,06/17
P-X245,846 X45,850,P109STARA,"STARLIGHT PARK COMFORT STATION X147-111M",CONS,"",281000,0,06/17
P-X822,846 X22,846,P-1ATREE2,"TREES - BRONX XG-600MR",CONS,"GENERAL",3000,0,06/17
P-X822,846 X22,846,P-1BWTROO,"STREET TREES FY00 XG-299R",CONS,"GENERAL",3000,0,06/17
P-X822,846 X22,846,P-1BWTROO,"STREET TREES FY00 XG-299R",CONS,"GENERAL",3000,0,06/17
P-13,846 102,846,P-4OLMST,"OLMSTED CTR RC AND ANNEX DESIGN FEE Q099-808M/1108M",DSGN,"COMPLETE DESIGN",8000,0,06/17
P-13,846 102,846,P-4OLMST1,"OLMSTED CTR - CONSTRUCTION OF ANNEX Q099-110/410/510 OMBP",CONS,"GENERAL",8000,0,06/19
P-13,846 102,846,P-4OLMST1,"OLMSTED CTR - CONSTRUCTION OF ANNEX Q099-110/410/510 OMBP",CONS,"GENERAL",39000,0,06/19
P-13,846 102,846,P-4OLMST1,"OLMSTED CTR - CONSTRUCTION OF ANNEX Q099-110/410/510 OMBP",SVCS,"",2000,0,06/17
P-13,846 102,846,P-4OLMST3,"OLMSTED CTR FURNITURE Q099-808MA1",CONS,"GENERAL",400000,0,06/17
P-13,846 102,846,P-4OLMST3,"OLMSTED CTR FURNITURE Q099-808MA1",CONS,"GENERAL",400000,0,06/17
P-13,846 102,846,P-4OLMST3,"OLMSTED CTR FURNITURE Q099-808MA1",CONS,"GENERAL",1186000,0,06/17
P-13,846 102,846,P-4OLMST4,"OLMSTED CTR RC (BUILDING) Q099-808MA",SVCS,"",2000,0,06/17
P-13,846 102,846,P-4OLMST4,"OLMSTED CTR RC (BUILDING) Q099-808MA",SVCS,"",3000,0,12/16
P-13,846 102,846,P-4OLMST4,"OLMSTED CTR RC (BUILDING) Q099-808MA",SVCS,"",2000,0,12/16
P-13,846 102,846,P-4OLMST4,"OLMSTED CTR RC (BUILDING) Q099-808MA",CONS,"GENERAL",702000,0,11/16
P-13,846 102,846,P-4OLMST4,"OLMSTED CTR RC (BUILDING) Q099-808MA",CONS,"ASBESTOS REMOVAL",264000,0,06/17
P-13,846 102,846,P-4OLMST4,"OLMSTED CTR RC (BUILDING) Q099-808MA",CONS,"GENERAL",150000,0,06/17
P-13,846 102,846,P-4OLMST4,"OLMSTED CTR RC (BUILDING) Q099-808MA",CONS,"",120000,0,12/16
P-13,846 102,846,P-4OLMST4,"OLMSTED CTR RC (BUILDING) Q099-808MA",CONS,"",114000,0,06/17
P-13,846 102,846,P-4OLMST4,"OLMSTED CTR RC (BUILDING) Q099-808MA",CONS,"",1624000,0,06/17
P-13,846 102,846,P-4OLMST4,"OLMSTED CTR RC (BUILDING) Q099-808MA",CONS,"",1827000,0,06/18
P-56,846 103,801,P-500LEMO,"Lemon Creek Pk - St. Edwards Camp - Acquisition",SITE,"ACQUISITION",6000000,0,06/18
P-56,846 103,846,P-5GR8KIL,"Great Kills Area Acquisition (ACOE)",SITE,"",6000000,0,06/17
P-56,846 103,846,P-6CWLAND,"Citywide - Land Acquisition",SITE,"ACQUISITION",2309000,0,06/18
P-56,846 103,846,P-6CWLAND,"Citywide - Land Acquisition",SITE,"ACQUISITION",1277000,0,06/19
P-56,846 103,846,P-6CWLAND,"Citywide - Land Acquisition",SITE,"ACQUISITION",1277000,0,06/20
P-56,846 103,846,P-6CWLAND,"Citywide - Land Acquisition",SITE,"ACQUISITION",1277000,0,06/18
P-56,846 103,846,P-6CWLAND,"Citywide - Land Acquisition",SITE,"ACQUISITION",40000,0,06/17
P-56,846 103,846,P-6CWLAND,"Citywide - Land Acquisition",SITE,"ACQUISITION",1400000,0,06/18
P-60,846 258,846,P-1BELDEN,"Belden Point Pier and Boardwalk XG-31850-111M",CONS,"GENERAL",50000,0,06/17
P-60,846 258,846,P-1PNYC01,"PlaNYC- Soundview Park X118-108M",CONS,"GENERAL",9000,0,06/17
P-60,846 258,846,P-1PNYC02,"Soundview - Demo c/s &Reconst plgd & courts X118-411M PlaNYC",CONS,"GENERAL",12000,0,11/16
P-60,846 258,846,P-1PNYC02,"Soundview - Demo c/s &Reconst plgd & courts X118-411M PlaNYC",CONS,"GENERAL",12000,0,06/17
P-60,846 258,846,P-1PNYC02,"Soundview - Demo c/s &Reconst plgd & courts X118-411M PlaNYC",CONS,"",20000,0,10/16
P-60,846 258,846,P-1PNYC02,"Soundview - Demo c/s &Reconst plgd & courts X118-411M PlaNYC",CONS,"",20000,0,06/17
P-60,846 258,846,P-1PNYC02,"Soundview - Demo c/s &Reconst plgd & courts X118-411M PlaNYC",CONS,"",2000,0,06/17
P-60,846 258,846,P-1PNYC02,"Soundview - Demo c/s &Reconst plgd & courts X118-411M PlaNYC",CONS,"",1000,0,06/17
P-60,846 258,846,P-1PNYC02,"Soundview - Demo c/s &Reconst plgd & courts X118-411M PlaNYC",CONS,"",56000,0,06/17
P-60,846 258,846,P-1PNYC02,"Soundview - Demo c/s &Reconst plgd & courts X118-411M PlaNYC",CONS,"",1000,0,06/17
P-60,846 258,846,P-1PNYC03,"PlaNYC - Soundview Pk C/S X118-511MA PlaNYC",CONS,"",255000,0,06/18
P-60,846 258,846,P-1PNYC03,"PlaNYC - Soundview Pk C/S X118-511MA PlaNYC",CONS,"",9000,0,06/17
P-60,846 258,846,P-1PNYC03,"PlaNYC - Soundview Pk C/S X118-511MA PlaNYC",CONS,"",191000,0,06/17
P-60,846 258,846,P-1PNYC06,"PlaNYC-Soundview Pk running track & athletic field X118-910",CONS,"",168000,0,06/17
P-77,846 104,850,HD-161E,"GATEWAY ESTATE - PHASE E",CONS,"",281000,0,06/17
P-127,846 107,846,P-4PNYCB5,"PlaNYC Schoolyards to Playgrounds (QG-2909M PlaNYC)",CONS,"GENERAL",77000,0,06/17
P-127,846 107,846,P-4PNYSP7,"PlaNYC - FY09 Schoolyards to Playgrounds (QG-1609M)",CONS,"",9000,0,06/19
P-245K,846 114,801,PROSPPLC,"Prospect Park Lakeside Center",CONS,"",42000,0,06/17
P-245K,846 114,801,SUNSETPAR,"Sunset Park Waterfront Redevelopment",CONS,"",543000,0,06/17
P-245K,846 114,846,P-2BRIGHM,"Brigham Park - plgd & passive area B057-212M/512M",CONS,"",1500000,0,06/17
P-245K,846 114,846,P-2BRIGHM,"Brigham Park - plgd & passive area B057-212M/512M",CONS,"",238000,0,06/17
P-245K,846 114,846,P-2CIBWK2,"Coney Island Boardwalk Street Ends (B169-210M)",CONS,"GENERAL",0,58000,06/17
P-245K,846 114,846,P-2CIBWK2,"Coney Island Boardwalk Street Ends (B169-210M)",CONS,"GENERAL",0,58000,06/17
P-245K,846 114,846,P-2CIBWK2,"Coney Island Boardwalk Street Ends (B169-210M)",CONS,"",0,246000,06/17
P-245K,846 114,846,P-2CIBWK2,"Coney Island Boardwalk Street Ends (B169-210M)",DSGN,"COMPLETE DESIGN",0,1000,06/17
P-245K,846 114,846,P-2CIBWLK,"CONEY ISLAND BOARDWALK (B169-110M)",SVCS,"",0,124000,06/17
P-245K,846 114,846,P-2CIGNWY,"CONEY ISLAND GREENWAY PROPOSED SAFETEA GRANT",CONS,"GENERAL",0,2304000,06/17
P-245K,846 114,846,P-2CIGNWY,"CONEY ISLAND GREENWAY PROPOSED SAFETEA GRANT",CONS,"",0,256000,06/17
P-245K,846 114,846,P-2PGRD11,"MULTISITE- PAVEMTS,TENNIS CTS, BB CTS, FENCING (BG-711M)",CONS,"GENERAL",0,40000,06/17
P-245K,846 114,846,P-2PLG13B,"RECON.PLAY EQUIP, SFTY SURF, GEN SITEWKBELMONT PLGD BG-311M",CONS,"",57000,0,06/17
P-245K,846 114,846,P-2PLG14A,"MULTISITE - J.ROBINSON, COLONEL D. MARCUS BG-214M",CONS,"GENERAL",1000,0,06/17
P-245K,846 114,846,P-2PNYC05,"PlaNYC - Calvert Vaux CS/M&O bldg (B125-112M)",CONS,"GENERAL",1703000,0,06/17
P-245K,846 114,846,P-2PNYC05,"PlaNYC - Calvert Vaux CS/M&O bldg (B125-112M)",CONS,"",115000,0,06/17
P-245K,846 114,846,P-2RHBALL,"Red Hook ball fields",CONS,"",1200000,0,06/18
P-245K,846 114,846,P-2RHBALL,"Red Hook ball fields",CONS,"",7780000,0,06/18
P-245K,846 114,846,P-2RHBALL,"Red Hook ball fields",CONS,"",1062000,0,06/18
P-245K,846 114,846,P-2RHBALL,"Red Hook ball fields",DSGN,"COMPLETE DESIGN",27000,0,10/16
