managingagency,projectid,description,citycost,noncitycost,totalcost
846,P-213ABES,Abe Stark skating rink - purchase zamboni,250000,0,250000
841,QUEENSCJW,QUEENS COMM CORRIDOR-INTERSECTION OF JAMAICA & WOODHAVEN,250000,0,250000
856,PWMNLGBTF,"LGBT Center: Windows, Facade, & Electronic Key Access",250000,0,250000
846,P-206VLTN,"VALENTINO PARK, PIER & COMFT. STA. B418-113M",250000,0,250000
806,HAM15JFPL,JEFFERSON HOUSES PLAYGROUND RENOVATION,250000,0,250000
841,HWR72017,Richmond Ave Ped Safety,250000,0,250000
846,P-200ZO19,"PPZ- Central plaza stairs,benches reconstraction",250000,0,250000
856,PWXBWSWIM,BRONX WORKS COMPLETE RENOVATION TO SWIMMING POOL AREA,250000,0,250000
806,SHN2KINS,JERICHO - 2701 KINGSBRIDGE TERR BX,250000,0,250000
806,HAM16SURF,SURF GARDENS DEVELOPMENT - PLAYGROUND RENOVATION,250000,0,250000
846,P-6WIRE12,WIRING & INFRASTRUCTURE REQUIREMENTS FY12,250000,0,250000
806,HAM16SSPL,SHEEPSHEAD BAY RENOVATE NYCHA PLAYGROUND,250000,0,250000
68,CSCN007TC,TREMONT CROTONA DAY CARE COMPUTER EQUIP,250000,0,250000
801,GOVISBTRL,GOVERNORS ISLAND TRAILER BATHROOM,250000,0,250000
850,HLRNRUMCE,RUMC EMERGENCY MEDICAL SERVICES FLEET ENHANCEMENT,250000,0,250000
850,HWCURB08,CURB RECONSTRUCTION - CITYWIDE,0,250000,250000
806,HAM16NHGR,NOSTRAND HOUSES PLAYGROUND RENOVATION,250000,0,250000
42,CA049-015,School of Journalism - Space Upgrades,250000,0,250000
846,P-210CC29,4TH AVENUE MEDIAN RECONSTRUCTION AND PLANNING EFFORTS,250000,0,250000
806,HAM18PPHL,Pelham Parkway Houses Exterior Lighting Installation,250000,0,250000
42,NY022-017,Technology Upgrade,250000,0,250000
806,JEROME,JEROME AVENUE TENANTS HDFC,250000,0,250000
806,HAM11VLFA,"VLADECK HOUSES- GOOD COMPANIONS/HENRY ST, FIRE ALARM SYSTEM",250000,0,250000
826,REG-28,IMPROVEMENTS TO INTERCEPTOR FLOW AND CAPACITY MAXIMIZATION,250000,0,250000
42,JJ019-014,Equipment for Online Programming,250000,0,250000
846,P-4BCRDPK,Broad Channel/Road Park Upgrades,250000,0,250000
806,RANDER15,HDFC COOP - 1015 ANDERSON AVENUE,250000,0,250000
846,P-4CPKSTB,CITY PARKS FOUNDATION-TENNIS BUBBLE,250000,0,250000
841,TD19-9929,FACILITY MANAGEMENT SOFTWARE,250000,0,250000
71,HH112CWSR,COMMONWEALTH AVENUE SEWER LINE,250000,0,250000
801,BROSISSOL,THE BROTHERHOOD/ SISTER SOL - BHSS COMMUINITY CENTER,250000,0,250000
42,CC040-018,Zahn Innovation Center Prototyping Sestem,250000,0,250000
806,HAM14MNSE,METRO NORTH PLAZA SECURITY UPGRADES,250000,0,250000
846,P-2BRPLAZ,NY RESTORATION: BRIDGE PLAZA COMMUNITY GARDEN IMPROVEMENTS,250000,0,250000
841,HWQF031C,Glendale Yard Pre-Engineered Shed,250000,0,250000
846,P-218PWMP,Power-Memorial- Seating Area ( B291-),250000,0,250000
806,HAM16WMSC,WEBSTER-MORRISANIA HOUSES SECURITY INSTALLATION,250000,0,250000
841,TFD503Q31,LIRR Underpass lighting,250000,0,250000
856,PWD998GLP,NEW YORK GAY AND LESBIAN PROJECT EQUIPMENT,250000,0,250000
806,HAM16BVSC,BAYVIEW HOUSES ADDITIONAL SECURITY CAMERAS,250000,0,250000
826,PW-82-L,RECONSTRUCTION OF DEWATERING BELTS AT VARIOUS W.P.C.P.S,250000,0,250000
819,18201340,SYDENHAM: PURCHASE A DIGITAL MAMMOGRAPHY UNIT,250000,0,250000
57,FM175WN76,Window Replacement EC76,250000,0,250000
39,LQD122BP1,Building Expansion- Baisley Park,250000,0,250000
806,RARVNOR,Arverne Apartment Restorations,250000,0,250000
846,P-308MHM3,MERCHANT HOUSE MUSEUM- SLATE ROOF AND FIRE ESCAPE RENOVATI,250000,0,250000
846,P-3BDREQ2,REQUIREMENTS - MANHATTAN MG-901M,250000,0,250000
111,TD18UIBN,Upgrades to Intersections on Bike Network (Capital Vehicle),250000,0,250000
801,LIGHTHOUS,National Lighthouse Museum,250000,0,250000
846,P-6PHONES,Phones for various facilities,250000,0,250000
826,AIR-MON,Air Monitoring Analysis,250000,0,250000
806,RDAYTON,DAYTON TOWERS - 8000 SHORE FRONT PKWY,250000,0,250000
806,HAM18HUFC,Hudson Guild Inc. Renovation: Fulton Center Renovation,250000,0,250000
801,HLIFCLHPC,"Institute for Community Living, Inc",250000,0,250000
801,YMCASOSH,YMCA South Shore - Staten Island,250000,0,250000
819,18201102,RENAISSANCE: CONSTRUCT MANHATTANVILLE/ST. NICHOLAS CHCC,250000,0,250000
856,E10-00004,"DCLA - 09-013; WCS - Bronx Zoo; 2300 Southern Boulevard",250000,0,250000
806,HAM14HMLI,HOLMES TOWERS EXTERIOR LIGHTING,250000,0,250000
850,S136-426,BETTS AVE REPLACEMENT OF FUEL TANKS,250000,0,250000
71,HHCN003,BEDFORD ATLANTIC ARMORY ATHLETIC CENTER,250000,0,250000
806,HAM16CMPL,CARLTON MANOR PLAYGROUND RENOVATIONS BASKETBALL COURTS,250000,0,250000
826,CRO-556,EOH Small Dams Engineering Services for Remediation,250000,0,250000
856,PW77501DT,10 RICHMOND TERR.- 4TH FL DOT SPACE - A/C AND VENT,250000,0,250000
850,HLDNMAM44,Maimonides Medical Ctr - Ultrasound System Upgrades,250000,0,250000
806,NHSNOBX,NHS - NORTH BRONX,250000,0,250000
850,HWS2008X,PRIOR NOTICE SIDEWALKS - BRONX(SIM),250000,0,250000
806,RCASAM,CASA MUTUA - LENOX HILL NEIGHBORHOOD HOUSE,250000,0,250000
846,P-409WHSQ,Lt. Clinton L. Whiting Square R/C,250000,0,250000
57,FX175WN48,Window Replacement EC48,250000,0,250000
850,HRKGOOD1,Good Shepard Services Stanly Commons Community Center,250000,0,250000
806,HAM16FPLI,FIORENTINO PLAZA LIGHTING INSTALLATION,250000,0,250000
806,HAM09GRSR,GRAND STREET SETTLEMENT RENOVATION (GOMPERS HOUSES),250000,0,250000
111,PO187-PH7,NEGATIVE RETRIEVAL AND PRESERVATION SYSTEM,250000,0,250000
850,SEQ200545,NEW STORM SEWER IN ELKMONT AVE.,250000,0,250000
806,LACONIA,NHS HOMEOWNERSHIP - LACONIA AVENUE,250000,0,250000
826,CRO-553,KENSICO SPILLWAY CRACK RECONSTRUCTION,250000,0,250000
856,PWQ77ASEC,QUEENSBOROUGH HALL - SECURITY CAMERAS: SECURITY CAMERA,250000,0,250000
846,P-3RIVREC,Riverside Park Recreation Area - Manhattan,250000,0,250000
57,F175TOE22,TOILET REPLACEMENT - EC22,250000,0,250000
846,P-104FISH,Cons of 182nd St. Fish Passage Dam X002-111M,249000,0,249000
126,PV142EAIT,EA - Purchase of an IT System,248000,0,248000
856,PW77417MB,120-55 QUEENS BLVD. - MARRIAGE BUREAU,248000,0,248000
126,PV222JTDM,JT - Joyce Theater - Dimmer-Lighting/Sound/Computer,248000,0,248000
111,DDC7VAULT,DDC CommVault Request,248000,0,248000
850,GCTI11-01,GI - GREEN INFRASTRUCTURE IN FLUSHING CREEK,248000,0,248000
37,LNMA12STP,STAPLETON - Furniture and Equipment,248000,0,248000
846,P-112AGNS,Agnes Haywood Park - basketball court & park house X169-11,248000,0,248000
846,SANDY6-11,SANDY - Park reconstruction (Type 3 ) (Non - Emergency),65000,182000,247000
850,HWPLZ008M,Forsyth Streetscape and Plaza Reconstruction,247000,0,247000
850,P-3PL14A2,Reconstruction City Hall Bluestone - (MG-314M),247000,0,247000
846,P-210PTRK,PATRICK O ROURKE DYKER HEIGHTS PLAYGD (B282-114M),247000,0,247000
42,LM018-010,CUNY-ON-THE CONCOURSE SIMULATION EQUIPMENT,246000,0,246000
819,SAND2603,CIH: RENOVATE VACANT SPACE ON FIRST FL MAIN HOSPITAL BLG.,1000,245000,246000
111,PO187-8C,FTIR SPECTROPHMETER WITH DIAMOND CELL ACCESS,245000,0,245000
846,P-218SEBA,SEBA PLAYGROUND TODDLER LOT (B057-111M,245000,0,245000
96,HR120DARB,Division of Accounts Receivable and Billing System,120000,125000,245000
850,HWP2012Q,CITYWIDE PED RAMPS - QUEENS,245000,0,245000
801,HARLESPL,Harlem River Esplanade,245000,0,245000
846,P-312ITRY,INWOOD HILL & FT TRYON PARKS M029-210M,244000,0,244000
126,PV922BKCM,BKCM - Brooklyn Conservatory of Music Piano Purchase,244000,0,244000
856,PW326BOE,BOE - 42 BROADWAY,244000,0,244000
846,P-3PL14A3,Reconstruction of Playground 89 (MG-314M),244000,0,244000
56,PO79BMAJO,"CHILLER UNITS FOR 73RD, 81ST, 83RD AND 111TH PCTS",244000,0,244000
846,P-105GAPL,Grand Avenue playground - reconstruct garden X244-111M,244000,0,244000
850,E12-0031,"DCAS: Bx Conc Plza: Bergen, hsg ct marc judic ctr, - EE",243000,0,243000
841,TFD503K23,BROOKLYN HEIGHTS HISTORIC LIGHTING,243000,0,243000
850,CSDNNORTH,NORTHSIDE CENTER FOR CHILD DEVELOPMENT - PHONE SYSTEM,243000,0,243000
850,SER00201X,Reconstruction of existing sewers,243000,0,243000
801,BNYHARBOR,BNYDC - PS 331 NY Harbor School - Trailer Installation,242000,0,242000
846,P-6FORTEC,FORESTRY MANAGEMENT SYSTEM(TREE MANAGER),242000,0,242000
846,P-400ZO19,Queens Zoo-Peccary Exhibit Renovation,242000,0,242000
57,F1PHONEFS,TELEPHONE - FLEET SERVICES,241000,0,241000
846,P-1CROT09,Pelham Bay Park: Waterfront Development X039-507MA,241000,0,241000
850,HWQ213C,Main Street Sidewalk Widening,214000,27000,241000
846,P-1BXRAFR,Bronx River Alliance - classroom furnishings X147-207M,240000,0,240000
826,MED-635,Replcmnt of WMs in E.25th Street - HWCSCH4A,240000,0,240000
846,P-4PNYT25,"PlaNYC- 5Y15 Street Tree Plant. Qns-CB 9,10,13,14, QG-315MA",240000,0,240000
111,DOR5NETU,DOR Network Infrastructure Upgrade,240000,0,240000
71,HH112KITC,PROJECT RENEWAL-EAST 3RD STREET KITCHEN NC#13-260288T82144,240000,0,240000
856,PW77XDA01,BRONX COUNTY DA'S OFFICE - SECURITY SYSTEM,239000,0,239000
846,P-104CAGS,Mullaly Park Recr Center- bronze doors X034-108MA OMBP,239000,0,239000
42,BX019-006,Student center hot water heater replacement,0,239000,239000
846,P-216D17M,RECON. BETSY HEAD MEM. PK & CON. CMFT STATION B008-111M,239000,0,239000
850,LBC12P2FS,EASTERN PARKWAY FIRE SAFETY,238000,0,238000
801,CNEDST,CNED - Bedford Stuyvesant,238000,0,238000
850,MED-602,"RECON OF HERALD/GREELEY SQ W/M, COMB SWR REPL & REHAB",238000,0,238000
71,HH115RESA,REGENT FAMILY RESIDENCE - STAIR UPGRADE,238000,0,238000
71,HH112GDRR,GEORGE DALY RESIDENCE - ROOF REPLACEMENT,237000,0,237000
56,PO79BMAJF,32ND PCT PARKING LOT,237000,0,237000
858,DOIT5VOI3,DoITT Citywide VoIP Implementation Phase 3,237000,0,237000
846,P-1BELDEN,Belden Point Pier and Boardwalk XG-31850-111M,236000,0,236000
850,SEQ200520,STRM SWR EXT IN 263 STREET B/T EAST WILLISTON AV & 86 STREET,236000,0,236000
827,S136-264T,Staten Island Lot Cleaning Garage Bldg C Roof Replacement,236000,0,236000
858,DOIT3PRXY,DoITT: Blue Coat Proxy System Expansion,236000,0,236000
841,HWD10115,Safety Improvements Broadway Corridor,235000,0,235000
826,QED1013,"Water Main Replacement Cooper & Myrtle ave b/t 70 & 71st, q",235000,0,235000
37,LNM16SIPS,SYSTEM WIDE: SIPS Ingest System,235000,0,235000
856,PW340CABL,BOE 200 VARICK DATA AND PHONES,235000,0,235000
846,P-200FRWF,PPA- Freeze Resistant Water Fountains,235000,0,235000
850,GE-350,EMERGENCY RECONSTRUCTION OF WATER MAINS,235000,0,235000
111,PO187-25,OCCB PHOTO,234000,0,234000
846,P-202018A,Brooklyn Bridge Park,233000,0,233000
819,SAND3706,MHC: INSTALL ELECTRIC AND CHILLER QUICK CONNECTS,58000,174000,232000
846,P-400MEAD,FMCP - MEADOW LAKE Q099-511M,231000,0,231000
846,P-110PFIT,Pelham bay Park - construction of fitness area X039-213M,231000,0,231000
846,P-4BWIDEF,QUEENS - MULTI SITE QG-210M,179000,52000,231000
42,CA200BX05,BXCC Sinkhole Renovation,0,231000,231000
850,HRDNWSIDE,West Side Center for Community Life - Vehicle Purchase,230000,0,230000
850,SEQ200526,"STRM & COMB SWR IN BROOKVILLE BLVD B/T121 & 128 DRIVE, ETC",230000,0,230000
827,S136-464E,Roof and Masonry Replacement at 215th St,230000,0,230000
850,CO295EXT,1118 GRAND CONCOURSE - FACADE REPAIRS LOCAL LAW 11,230000,0,230000
850,SANDHW05,Reconstruction of Perry Street-Hurricane Sandy,230000,0,230000
850,PO79-FSUP,FIRE SUPPRESSION SYSTEMS AT VARIOUS SITES,230000,0,230000
42,NY006-009,WELCOME CENTER AND ART GALLERY,230000,0,230000
858,DOIT7RMDY,DoITT Remedy SmartIT Integration,230000,0,230000
846,P-3HRPP45,HRP TRUST - PIER 45: HEX PAVER RESTORATION PROJECT,230000,0,230000
856,CO293ELEC,851 GRAND CONCOURSE- ELECTRICAL UPGRADE,230000,0,230000
846,P-400SFR1,FMCP - SOCCER FIELDS 1 Q099-112M,230000,0,230000
126,PV345LGT1,REP - Lighting System FY18,229000,0,229000
858,DOIT4BBRD,DoITT NYC Billboard Project - Phase 1,228000,0,228000
856,PWM77FJC,80 CENTRE ST. - MANHATTAN FAMILY JUSTICE CENTER,228000,0,228000
850,HWQ121B4,RECONSTRUCTION OF SOUTH JAMAICA AREA,227000,0,227000
42,KG040-017,Dept. of Physical Sciences Equipment,227000,0,227000
42,QC047-013,Kupferberg Renovation,227000,0,227000
826,HED-572,Rep WM in Westchester Ave btwn Morrison & Harrod Pl,227000,0,227000
111,FISA4FMSB,FISA FMS 3.0 Continued implementation (FY14),227000,0,227000
846,P-6RETWA2,FY10 Reconstruction of Retaining Walls (CNYG-1209M),227000,0,227000
846,P-6CPIQBR,"CPI PH1- SITES IN BROOKLYN, QUEENS, SI",227000,0,227000
846,P-400ZO16,QUEENS WILDLIFE CTR - OWL EXHIBIT,227000,0,227000
801,PWD99FIAO,FA - Federation of Italian American Organizations,227000,0,227000
850,LBM08CNEV,CENTRAL - Elevator Repairs,227000,0,227000
841,HBM1170,A C POWELL BLVD N B /A C POWELL BLVD2-24649-0,227000,0,227000
850,HLDNJEWSH,LONG ISLAND JEWISH MEDICAL CENTER - LUMC MOBILE SIMULATOR,226000,0,226000
850,SEQ200529,STORM & COMB SWRS IN 130TH RD B/T 244 ST & BROOKLVILLE BLVD,226000,0,226000
850,PV291-QMX,QMA - Queens Museum of Art Expansion,0,226000,226000
68,FASS,FABRIC- ATTACHED STORAGE SYSTEMS ( FAS ),226000,0,226000
856,PW326ZM03,CBMN - RELOCATE COMM BD 3 FROM 59 E. 4TH STREET,226000,0,226000
850,PWDNSOLUT,PART OF THE SOLUTION,226000,0,226000
126,PV467GUGG,GUG - Guggenheim Musuem - Renovation,226000,0,226000
841,TFM50310,"INSTALLATION OF S-POLE LIGHTING-261 BROOME STREET,MANH",225000,0,225000
850,PWXNMERCC,MERCY COLLEGE - PARENT RESOURCE CENTER,225000,0,225000
846,P-200PATH,PPA - New Drainage on Prospect Park Path (B073-116M),225000,0,225000
846,P-2MPPABK,"MULTISITE - HARRY MAZE, JESSE OWENS",225000,0,225000
850,SEQ201BN4,EMERGENCY RECON EXISTING DETERIORATED VIT CLAY PIPE SEWERS,225000,0,225000
42,GR024-017,Upgrade Information Technology System,225000,0,225000
850,PWMNCOPAL,EPISCOPAL SOCIAL SERVICES OF NEW YORK,225000,0,225000
850,SEK002350,NOSTRAND AVENUE BETWEEN ATLANTIC AVE. & FLUSHING AVE.,225000,0,225000
846,P-400ZO15,Queens Zoo - public and service path paving,225000,0,225000
846,P-200ZO15,Prospect Park Zoo - Building C roof,225000,0,225000
42,MC038-017,Gymnasium Led Light Replacement,225000,0,225000
111,PO163RQCU,Risk Assessment and Compliance Case Management System,225000,0,225000
850,SEX0201ZA,"Reconstructing of existing sewers, Bronx",225000,0,225000
850,SEQ201BN2,RECON OF EXISTING DETERIORATED VIT CLAY PIPE SEWERS,225000,0,225000
846,P-4QMULT2,QUEENS MULTISITE,225000,0,225000
819,48201750,WOODHULL: REPLACEMENT OF ECHO ULTRASOUND SYSTEM,224000,0,224000
850,HWKF029B,121 PLYMOUTH RELOCATION TO 424 WYTHE AVENUE,222000,0,222000
111,DOIT3NYCS,DoITT NYCSERV and RESPASS Refresh,222000,0,222000
57,F175AC245,HVAC RENOVATIONS - EC245,222000,0,222000
850,PV264-ALT,BAM - Alterations/Rehabilitation to Opera Hse. & Harvey,222000,0,222000
850,PW293137B,137 CENTRE ST. - FIRE ALARM SYSTEM,222000,0,222000
850,PO79SIDWK,Sidewalk Reconstruction CITYWIDE,221000,0,221000
111,PO185-16,6 HORSE VANS / TRAILERS,221000,0,221000
42,MC001-010,"GREEN ROOF, THEATER, SCIENCE LAB UPGRADES",221000,0,221000
856,CO293BOIL,851 GRAND CONCOURSE - BOILER DOWNSIZE,220000,0,220000
819,48201342,WOODHULL: PURCHASE A CT SCANNER,220000,0,220000
846,P-5TRE16A,"FY16 Street Trees Staten Island, RG-615M",220000,0,220000
850,HLRUMC,RICHMOND UNIVERSITY MEDICAL CENTER - EQUIPMENT,220000,0,220000
846,P-307R102,RVSD PK - 102ND ST FIELD HOUSE M071,220000,0,220000
850,SE-LC-15,"EMERGENCY SEWER LINING CONTRACT, CITYWIDE",220000,0,220000
126,PV467MCAS,MCA - Museum of Chinese in America Basement Renovation,220000,0,220000
806,HAM17SOSK,BRONXDALE NURSERY AT SOTOMAYOR HOUSES SPRINKLER SYSTEM,220000,0,220000
850,SER200208,"SAN & STRM SEWER IN WARDS POINT AV- AMBOY RD & DEAD END, ETC",219000,0,219000
846,P-410FJPG,FREDERICK JUDGE PLAYGROUND AND BB CTS.,219000,0,219000
846,P-3COLUMB,"COLUMBUS PARK - Entrance Renovation, Manhattan",219000,0,219000
72,C75ELEN,Elevator Rehabilitation at NIC,219000,0,219000
846,P-212D17M,OCEAN PKWY MALLS - AVE X TO NIXON COURT (B065-110M),219000,0,219000
126,ACEDCA440,QM - Chiller Plant Controls Upgrade,219000,0,219000
42,ME027-011,Carroll Street Building Upgrade,219000,0,219000
850,RED367,"DIST. WATER MAIN EXTENSIONS/ REPLACEMENT; NEW BLDGS",218000,0,218000
841,TF18-2017,AVENUE M MUNICIPAL PARKING FIELD,218000,0,218000
846,P-311TJHV,THOMAS JEFFERSON PARK REC CTR HVAC M047-109M,0,218000,218000
850,MED-594,WM RPLMT IN E 46 ST & E 47 ST B/T MADISON AV & LEXINGTON AV,218000,0,218000
801,LENOX,FA - Lenox Hill Neighborhood House 13-162818-U8500,217000,0,217000
850,PV274-AHU,NYHOS - NY Hall of Science Replace 3 Air Handling Units,217000,0,217000
846,P-6CPIMNX,CPI PH1- SITES IN MANHATTAN AND BRONX,216000,0,216000
850,SE-LC-14,"EMERGENCY SEWER LINING CONTRACT, CITYWIDE",216000,0,216000
111,FISA5PIP1,FISA Payee Information Portal (PIP),216000,0,216000
806,HAM16BES9,BERRY STREET SOUTH 9TH STREET HOUSES SECURITY UPGRADES,215000,0,215000
806,HAM15WACC,572 WARREN STREET - ALONZO A. DAUGHTRY MEMORIAL DAY CARE,215000,0,215000
850,MIBBNC001,"New Creek West Branch Bluebelt, BMPs NC-7 and NC-8. Low Fl",215000,0,215000
846,P-1CHARLG,Charlton Garden - Phase II X086-108M,215000,0,215000
850,SEK20068,New Storm and Combined Sewers and Water Main work in 9th st,215000,0,215000
846,P-6PNYR19,FY13 PlaNYC Reforestation - Qns and SI (CNYG-1512M),215000,0,215000
846,P-416DEVO,Joe E. Devoy Plgd R/C Q015-115M,215000,0,215000
850,HLDNMOUNT,MOUNT SINAI QUEENS - HOSPITAL EQUIPMENT,214000,0,214000
42,YC031-009,SCIENCE EQUIPMENT,214000,0,214000
96,HR110CORE,Centralization and Consolidation initiatives,105000,109000,214000
846,P-6TREES2,RISK MANAGEMENT TREES,214000,0,214000
856,PW326ZQ12,CBQN - QUEENS CB 12 LEASE RENEWAL AT 90-28 161 ST.,214000,0,214000
846,P-1CROT51,SEDGWICK PLAYGROUND X158-106M,213000,0,213000
806,HAM09SINB,STANLEY ISAACS NEIGHBORHOOD CENTER SENIOR CENTER KITCHEN,213000,0,213000
42,CA032-013,Center for Innovation and Entrepreneurship,213000,0,213000
850,HWPLZ004M,Pershing Square West Plaza/Streetscape Reconstruction,212000,0,212000
856,ACECAS504,DCAS - BHOJ Garage Lighting,212000,0,212000
850,SEK201BS1,EMERGENCY Recon. Existing Collapsed Vit Clay Pipe Sewers,212000,0,212000
850,SEK201BN1,EMERGENCY Recon. Existing Collapsed Vit Clay Pipe Sewers,212000,0,212000
57,F175WN246,window replacement engine company 246,211000,0,211000
850,HLDNMTS03,MOUNT SINAI HOSPITAL - ULTRAVIOLET DISINFECTION UNITS,211000,0,211000
72,C75TEMP,REPLACE CHILLERS-AUTO TEMP CTRLS DEPT-WIDE,211000,0,211000
850,PV236-VIS,BBG - Visitor Center at Cherry Esplanade,211000,0,211000
841,TFM50318,REPLACEMENT OF LAMPOST AT W.95TH ST,211000,0,211000
856,ACEDPR601,DPR - Various locations,211000,0,211000
850,HLDNLENOX,Lenox Hill Hospital - Vehicle Purchases,211000,0,211000
57,FQ109TRAN,TRANSPORT VEHICLES,211000,0,211000
850,HLDNSJOHN,Saint John Episcopal - Endoscopy Equipment,210000,0,210000
72,C75GBOOTH,PURCHASE AND INSTALL BULLET PROOF GUARD BOOTHS,210000,0,210000
850,HLDNBLD56,"NY BLOOD CENTER, INC - 2 BLOOD ANALYZING MACHINES",210000,0,210000
126,PV467-YD1,YDR - Young Dancers Repertory - Building Renovation,210000,0,210000
827,S136-383H,"44 BEAVER ST, MANHATTAN HVAC",210000,0,210000
850,HLDNESIDE,"LOWER EASTSIDE SERVICE CENTER, INC - 13-197287-B1651",210000,0,210000
856,CC2LAF,2 LAFAYETTE- 21C3,210000,0,210000
841,TD19-9930,LOWER MANHATTAN PERMIT MANAGEMENT SYSTEM,0,210000,210000
125,HMFTWASH,ARC FT WASHINGTON SR. CTR Upgrade and Renovation,210000,0,210000
39,LQDBRFFE,BROADWAY - FFE PHASE 3,210000,0,210000
850,PV520-WKS,WKSVL-Weeksville Heritage Ctr-MasterPlan/Hunterfly Rd Houses,210000,0,210000
819,29201743,KCHC: GE MAC CATH LAB HARDWARE AND SOFTWARE UPGRADE,210000,0,210000
806,HAM12MCPL,MARCY HOUSES DAY CARE CENTER PLAYGROUND,209000,0,209000
57,F175TS270,TOILET REPLACEMENT - SQ270,209000,0,209000
111,TLC3RDUP,TLC Radio Upgrade,209000,0,209000
850,LBM13ARFS,ARLINGTON FIRE SAFETY,209000,0,209000
846,P-411OAKL,OAKLAND LAKE RAVINE - RC PTHS AND DRAINAGE Q001-211M,209000,0,209000
40,ACEFIT513,LED lighting for Dorms,209000,0,209000
846,P-218D17L,LINDOWER (ALEX LINDOWER) PARK PLAYGROUND PH 1 B329-109M,209000,0,209000
850,S136-383Q,QUEENS 7 HVAC,209000,0,209000
846,P-1OWENDO,Owen Dolen Park (Westchester Square) X016-109MA,208000,0,208000
801,BINYCDDC,Built in NYC - Locally Designed Built In Fixtures,208000,0,208000
57,F212EXHOP,EXTRAHOP PROJECT,208000,0,208000
856,PWKNCCNSC,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC.: CHARLES F",208000,0,208000
846,P-206REDH,RC - PATHS AND BBQ AREA IN COFFEY PARK B077-112M,207000,0,207000
111,OATH4AIMS,OATH/ECB AIMS UPGRADE,207000,0,207000
42,HU007-004,Restore Roosevelt House,207000,0,207000
111,PSC1RECON,PSAC 1: PreConstruction Services,207000,0,207000
816,HL82MOSQ,ANTI - MOSQUITO NETWORK,206000,0,206000
850,STNICKSAL,St. Nicks Alliance Corp. -- 51-019217-M5256,206000,0,206000
850,PWPNTTECH,THE POINT Community Development Corp Technology Upgrade,206000,0,206000
846,P-3ERFBHS,East River Fire Boat House Renovation,206000,0,206000
846,P-1EWENPK,Ewen Park - construct playground X019-112M,206000,0,206000
846,P-217PBYC,Paerdegat Basin Yacht Club,206000,0,206000
850,PWDNLEGAL,NEW YORK LEGAL ASSISTANCE GROUP - WIRELESS NETWORK,205000,0,205000
42,CA035-013,CUNY TV- Technology Equipment/Equipment Upgrade,205000,0,205000
806,HAM16CPBC,COOPER PARK HOUSES RESURFACING OF BASKETBALL COURT,205000,0,205000
819,25201540,LINCOLN: PURCHASE PORTABLE DIAGNOSTIC X-RAY MACHINE,205000,0,205000
